区域,北京,餐饮类型,火锅,店铺id,298462,店铺名称,东来顺（世界公园店）,经度,116.290989,纬度,39.813989
用户,星级,评论
蘑菇小象818,4.0,离家不远，九号公馆南面，美团上有套餐，比店里点餐更优惠，四人餐够吃，工作人员服务也很不错，餐厅环境很整洁，推荐大家
简溪227781,3.0,烧饼很好吃 58元的羊肉分量很少 就盘子里这些 不知道不是团购正常点餐也是这么少吗？环境还可以 去世界公园玩来这里方便才在这里吃的，涮羊肉没什么其他特点就那样 配糖蒜挺好吃的 蔬菜拼盘挺实惠的啥菜都有还有粉丝和面条。
匿名用户,5.0,品味适中，环境安静，服务热情
tzc111646326,3.0,味道还不错，环境有空调，所以夏天也可以选择吃火锅。
yNq931398646,4.0,很好吃 美女老板很热情
匿名用户,1.0,🙃🙃🙃有史以来服务最差火锅了。以后再也不会来。甚至连拍照的心情也没有了🙃🙃🙃
hulaquan217,1.0,说真的这是我吃过最难吃的火锅，鸳鸯锅底，就放了火柴盒那么大一块底料，第一次见这么清汤寡水的红油锅底，还40元，真心的坑，下了两三个菜后，两边都成清汤锅底的感觉，八九个菜，锅底里加了2回盐，百叶刷的时间长短都是咬不动，基本都没吃，我就呵呵呵了
bigsolomon4,4.0,一直不错
negm666,3.0,服务到位，正规，就是一个人吃的撑死了
李建纲,5.0,对于一个外地人来说，第一天就受到首都人民的热情款待。在后海吃了两碗面条，一个小菜花了一百多。虽然是外地人，可我们不是傻子，我还真当首都没有良民了。劝大家，以后去陌生地方一定要美团 没有美团吃KFC。别让黑心商家恶心到。相比较而言东来顺这家火锅店就厚道的多。一成年，一老人，一孩子。两人餐饱饱的。花的还没有昨天那炸酱面多。我满意！五星好评！！
焱lL,4.0,菜品新鲜，肉质好，不愧老店！
匿名用户,2.0,店不错，不过这次品味一般，比起上次在四季青的差不少
jie3180,5.0,量真的很足，四个大人一个孩子愣是没吃完，味道强烈推荐，环境也安静，卫生干净，有品牌很信赖，位置特别好找永旺往南就可以看见，有免费停车位，也很方便！关键对我我们爱吃火锅的火锅粉简直就是福利了！大爱！！！
北外梁野,5.0,菜量很大，样数也多，非常实惠，一家三口吃足够啦！位置也很不错，就在郭公庄地铁口附近。老字号味道确实不错，而且这家店年头也比较久了，一进门就能感受到一股羊肉的味道。不足之处是服务员不够热情，尤其是老板娘，一副待搭不理的样子，让人感觉不太舒服。
MzB210781266,4.0,味道不错，环境也很好，服务还可以
赫赫1222,4.0,非常好吃
dww991309842,5.0,价格比到店单点便宜，但是量也比正常的少，不过足够两个人吃了。
承恩1976,4.0,味道不错，世界公园玩完去吃的，停车方便。 #涮羊肉# #肥牛# #传统火锅# #烧饼# #羊肉# #烤羊肉串#
哪儿来的葫芦,3.0,味道还行，就是服务一般，而且饮料确实贵的一匹
GuA885203385,4.0,不错，好吃，服务还不错，团劵比较实惠。
匿名用户,2.0,号称自制的酸梅汤像饮料掺了水一样，竟然28一扎
饭友ii,5.0,味道不错，羊肉也很新鲜，就是菜太少了，还有小料不多，总体还是不错的
曹哈哈的妈咪,5.0,挺好的，之前在苏州吃过一次觉得一般，还以为假的，后来发现北京的也是这样的，哈哈 #涮羊肉# #肥牛# #糖蒜# #羊羔肉# #烤羊肉串#
栾影,5.0,涮肉还是这家店最好，来了很多次，羊肉很鲜嫩
匿名用户,5.0, #糖蒜# #涮羊肉# #传统火锅# #上脑牛肉#
sunnyao0,3.0,性价比还是不错的，离世界公园很近
达京3,4.0,挺好吃的。。。。。。。z
yeslee,4.0,四人餐价格便宜味道也不错
Sll19900806,1.0,吃出只蜘蛛，太吓人，服务员的态度不敢恭维，像大爷一样和你吵起来，吃的很不爽！！！
zj.k,3.0,🙄 等我出去！一定还去的→_→
NZu180044469,5.0,世界公园这的东来顺很好，美团也很划算
rylie,4.0,3个大人一个孩子，吃的饱饱的，芝麻烧饼很香，小料味道不错，好几盘肉，牛肉偏肥，菜量也行
lXy818570174,5.0,人可是真多，真多，真多，一共吃了8份面条，服务生都惊呆了。哈哈哈哈
匿名用户,1.0,忘记评价，菜不错还算能接受，服务员太差劲，我能说狗眼看人低吗？我觉得这样形容对他们更贴切些
FrI606385436,3.0,味道还可以，感觉没有其他分店好呢
_qq4sh1439211618,5.0,逛完世界公园来吃饭的，服务很好，套餐很划算
你笑很美,3.0,味道好，我们都吃的不错，价格还行吧，挺愉快的
socctfamily,5.0,这算是正宗老北京火锅了吧，有特色，生意很好，但是面积太大，导致叫服务员不方便。吃起来很美味的火锅。喜欢火锅😁
SKE189686902,4.0,还可以
匿名用户,1.0,"清汤就是白水，盐都不放
麻酱味道不好吃
虾滑淀粉太多虾太少，都没有虾味
鲜鱼丸太腥，口感不够筋道
蒿子秆还行，比较嫩，但是蔬菜拼盘里面只有三根蒿子秆是几个意思……
肉还可以，就是汤底不好吃
不禁烟，屋里烟雾缭绕，熏得慌
总结，这家不会来第二次，不知道别家怎么样"
匿名用户,1.0,收银员态度差，就问问能不能用美团结账很不耐烦唧唧歪歪。
yZB548215769,5.0,我觉得很ok
匿名用户,5.0,物超所值
tyutji,5.0,味道很赞，老北京铜火锅，俩人吃完全够吃了，除此之外，就是店里单点有点小贵。
匿名用户,3.0,两人足够吃，人也不多，挺好的。
匿名用户,5.0,老字号，值得一去，服务员态度好，服务到位，推荐各位前往就餐
dGv395166814,4.0,服务不错，味道还行，环境一般
dGv395166814,4.0,服务不错，环境一般，味道还行
QVj495644642,5.0,两个女生刚好。可能我俩比较能吃
LmR203137652,2.0,感觉味道不是很鲜..还是我没有吃习惯，总体觉得不是很适合自己
匿名用户,2.0,降价是有道理的，肉真的不怎样，加油吧东来顺
ADZ746316541,4.0,人特别多，味道不错
tanzhongling001,3.0,套餐实惠，比较满意，适合家庭消费！
匿名用户,1.0,四人团购还带了一个孩子，量太小了，最后又点了三百多吃的勉强够吃，感觉很操蛋，六百多没吃什么东西不值，仅此一次。
IbV378437792,3.0,肉确实不错  其他一般  总体还算可以
MdA323112218,2.0,老板下了单，后厨没收到，以至于一直不上菜，经过一番催促，还勉强上菜，太慢了，服务态度不是很好，写的白水羊头一直用羊肝代替，菜量太小，希望加以改进。
KmS455836910,4.0,菜不错，而且确实是碳火锅，就是服务态度一般
宋尛花,1.0,见过最差的服务没有之一 特别差劲 点餐的一脸怨妇脸 跟欠了她几百万一年 还有门口有个看豆浆的 我真是服了 我就看了一眼豆浆 冲我吼上了 垃圾服务 绝不会再去 而且也不好吃 差劲得很
欣子华,4.0,肉不错，经常去、两个人吃的饱饱的
韩韩韩.“,3.0,肉真的不咋地呀，真的感觉肉不好。
心情abc,5.0,好，不错，挺实在的，口味也挺棒。
苗苗mally,3.0,团的肉真的没有单点的好吃啊……不过四人量还是够吃的，最爱的就是火烧，又酥又脆。
RZr609923097,2.0,肉类太一般、服务态度不好、不会再去
ldj424248877,4.0,菜品味道好，服务周到，上菜及时，
absde,3.0,就是那个蘸酱调料什么选择太少，一种麻酱从头到尾吃的特别腻。
小胖妞333,2.0,居然在最后的饼里吃到了一根头发
zhT337492088,5.0,可以呀还行吧
大肥肉121,4.0,不错，是个喝酒聊天的好去处
管你叫什么,5.0,非常棒
夏天的感觉109,3.0,太贵了，服务员太少，环境一般般吧
鸿善911,1.0,假肉，放水里就碎！图便宜就来吧！欢迎！
明天会更好自由,4.0,不错，老字号，汤好
匿名用户,5.0,今天以后，服务员态度差，差别对待，因为我们是美团，不给我们倒茶，从头到尾不给我们倒茶，我们要不要喝酒喝水，已经两点了？我们喝什么酒，喝什么水，然后火锅的味道很清淡，很清淡，很清淡，这个可能是地区的问题，我们就不说什么啦我们点辣椒酱而来一将还是不辣理由是什么呢她的理由是说我们那里的地区有问题我们点辣椒酱而来一将还是不辣理由是什么呢她的理由很荒缪，既然我们已经点了辣椒，可是辣椒为什么不辣，辣椒不拉辣还叫辣椒了到最后我们的火锅吃完了才给我们倒水，而且是开水怎么喝怎么喝怎么喝？不过总的还是给个好评吧，肉很多，菜很多，物美价廉，很划算。4个人吃的很饱
sjw55999,1.0,菜量越来越少，服务态度是真差，去年吧台就多算一个菜的钱，被我发现了，这次竟然又多加了一个香油调料的钱，我说没有要香油调料，收银员竟然用很不屑的态度说：他都问见香油调料的味了，我们本来要的就有香油小料，后来经服务员证实，我们确实没有要。真是服了。这东来顺的管理真的是不怎么的呀。要不是老招牌，肯定干不到现在，希望商家能改进，菜品质量也不咋滴！
匿名用户,3.0,味道很好的，交通便利人不多不用等位上菜速度快
Beyond01990,5.0,非常好吃，下次还去
QHW568019174,5.0,非常不错
paul程,3.0,还行吧，没有什么不好不坏的地方。
Bft570354305,3.0,羊肉、菜品都是东来顺的正常配置，只是这家的服务质量真是不敢恭维😓
zwmazy,3.0,菜品还可以，哈哈，不过没我们小城市实惠哦😊
markwebber6,3.0,在世界公园附近 看上去比较一般 味道就那么回事
GMT858079232,1.0,垃圾，超级难吃，不知道跟团购有没有关系，反正再也没去过！
华姐997,1.0,前台收银员的态度极差，没素质，好像欠她钱似的，以后不会再去了！
WNh513063423,4.0,菜品不错，就是量小，唯有一点不足量小
DPh411690833,2.0,真是国企，服务真的一般，老北京涮羊肉
苗苗mally,4.0,总体还不错，就是服务员的服务意识不高，肉比较鲜，海鲜料汁好吃。
nYk403959694,2.0,什么都很一般，食材也不是特别新鲜。
imI350331458,5.0,火锅很赞，点了鸳鸯锅，肉类很新鲜，味道不错
imm877246862,3.0,菜量挺足，三个人点了一个四人套餐。
魏帅帅11,3.0,不是以前的味道啦     不过还可以      东西倍足
尐硕。,3.0,套餐还可以 两个人正好吃完 总体不错
zhT337492088,4.0,服务非常满意不错值的一来味道不错换景美美的地方还好找
习晔,5.0,味道很正，到底是百年老字号，非常满意的一次团购！
Guo707537664,3.0,一般般吧，而且调料一点也不好吃
我的小太阳°,5.0,团购还是非常划算的，不够又加了不少，临时多加了一个人，不过真的挺划算的，推荐！
htt420400724,1.0,团的菜不给上，上别的菜说团的价钱一样，我擦，我就是看菜才团的，另外店大欺客，服务员跟大爷是的，真牛逼
wuhaiyan816316,5.0,第一次在北京吃火锅，正宗的东来顺。味美价也廉！
_h3603760355201,4.0,味道不错，菜量足
感动幸福0918,5.0,绝佳的老字号店，肉品很新鲜菜量也很大
A4207,3.0,第一次去，下次继续去，环境菜品都很满意。
一分两毛钱,3.0,一般吧，服务员态度是真的差，其他的感觉还可以。
rygyz,5.0,老字号的味道不用说，杠杠的！环境好，请客局气，服务热情，没见到前面有人说团购的另眼看待的迹象。3个人没吃完，4个人正好，一定有下次。
gUY588301333,2.0,服务态度可以，就是感觉没有以前的菜量大，肉也不多，以后改进一下吧，以前团购的量挺大的现在少的可怜
吃饱喝足的小小娃,4.0,就是人太多了，每次去了还要等位，不过没有双井那边的好吃
teT497654879,5.0,菜品好，服务好，特别是我预订一个大桌，等了一个半小时客人才到齐，老板也没催
匿名用户,4.0,羊肉真不错，最好吃。上脑也还行，相比下牛肉就很一般了。这边刀工很好，也不晓得是人工还是机器。羊肉的厚度就不错。很久不吃老式火锅了，很怀念啊。但某些服务员态度真心一般。能省事就省事，什么都让顾客自己。看我们团购，就总想让我们再多消费。这点不满意。
nyw135375178,4.0,情人节一起去的，人挺多了
fnliwei,5.0,铜锅就是好！肉很新鲜！
小丁丰台,4.0,肉量很足，味道很正，离家很近，聚餐很好！
zhT337492088,5.0,非常不错不错不错换静特好👍值的一去服务态度和蔼可亲
北剑2013,4.0,还不错，下次再来
管你叫什么,5.0,非常超值！这已经吃好多次了
蔠點167,5.0,环境好，服务态度好，上菜速度也快
匿名用户,5.0,我们五点多去的，我们是第一桌。服务员态度不是很好！感觉酸梅汤不是自己熬制的，比其他家东来顺有差距！其他感觉还可以！
DSN467983420,1.0,服务态度真是太差，服务员差别对待，团购的顾客和非团购的筷子都不给一样的，爱答不理的，既然有团购这项，我们也是平等的消费者，凭什么受这种气，真是气愤。
咿呀月,5.0,很高
iFV694898041,1.0,美团区别对待？筷子不一样，上菜还慢点？美团真垃圾
匿名用户,5.0,汤锅一般，肉不错
teT497654879,4.0,听说团购的比正常的服务和菜品有差别，实际比较后，没什么差别，正常点餐羊肉串不如意
